language_id,word_form,concept_id,concept_number,eng_word_form,semantic_domain
hin,जाल,Netz::N,330,net,Basic actions and technology
hin,अंकुश,Haken::N,331,hook,Spatial relations
hin,मूठ,Griff::N,332,handle,Basic actions and technology
hin,हत्था,Griff::N,332,handle,Basic actions and technology
hin,ताला,Schloss::N,333,lock,The house
hin,चित्र,Bild::N,334,picture,Modern world
hin,मूर्ति,Figur::N,335,figure,Social and political relations
hin,पुतली,Puppe::N,336,doll,Modern world
hin,गुड़िया,Puppe::N,336,doll,Modern world
hin,झोला,Beutel::N,337,pouch,Basic actions and technology
hin,पुलिंदा,Bündel::N,338,bundle,Basic actions and technology
hin,बेग,Tasche::N,339,bag,Basic actions and technology
hin,बस्ता,Tasche::N,339,bag,Basic actions and technology
hin,बाल्टी,Eimer::N,340,bucket,Basic actions and technology
hin,ढक्कन,Deckel::N,341,cover,Basic actions and technology
hin,बरतन-भाँड़े,Geschirr::N,342,dishes,Food and drink
hin,बोरा,Sack::N,343,sack,Basic actions and technology
hin,प्याला,Tasse::N,344,cup,Food and drink
hin,देग़चा,Topf::N,345,pot,Food and drink
hin,देग़,Kessel::N,346,kettle,Food and drink
hin,बटलोई,Kessel::N,346,kettle,Food and drink
hin,खाना,Essen::N,347,meal,Food and drink
hin,भोजन,Nahrung::N,348,food,Food and drink
hin,खाना,Speise::N,349,dish,Food and drink
hin,व्यंजन,Speise::N,349,dish,Food and drink
hin,मांस,Fleisch::N,350,meat,Food and drink
hin,गोश्त,Fleisch::N,350,meat,Food and drink
hin,अनाज,Getreide::N,351,corn,Agriculture and vegetation
hin,भरता,Brei::N,352,mush,The physical world
hin,दलिया,Brei::N,352,mush,The physical world
hin,रोटी,Brot::N,353,bread,Food and drink
hin,कतला,Scheibe::N,354,slice,Modern world
hin,वसा,Fett::N,355,fat,The body
hin,चरबी,Fett::N,355,fat,The body
hin,मक्खन,Butter::N,356,butter,Food and drink
hin,तेल,Öl::N,357,oil,Food and drink
hin,नमक,Salz::N,358,salt,Food and drink
hin,सूप,Suppe::N,359,soup,Food and drink
hin,शोरबा,Suppe::N,359,soup,Food and drink
hin,शहद,Honig::N,360,honey,Food and drink
hin,दूध,Milch::N,361,milk,Food and drink
hin,चाय,Tee::N,362,tea,Modern world
hin,चमड़ा,Leder::N,363,leather,Clothing and grooming
hin,ऊन,Wolle::N,364,wool,Clothing and grooming
hin,कपड़ा,Stoff::N,365,cloth,Clothing and grooming
hin,सूई,Nadel::N,366,needle,Clothing and grooming
hin,डोरा,Faden::N,367,thread,Clothing and grooming
hin,बटन,Knopf::N,368,button,Clothing and grooming
hin,घुंडी,Knopf::N,368,button,Clothing and grooming
hin,गाँठ,Knoten::N,369,knot,Basic actions and technology
hin,गुत्थी,Knoten::N,369,knot,Basic actions and technology
hin,रंग,Farbe::N,370,paint,Basic actions and technology
hin,वर्ण,Farbe::N,370,paint,Basic actions and technology
hin,पहनावा,Kleidung::N,371,clothes,Clothing and grooming
hin,कुरता,Hemd::N,372,shirt,Clothing and grooming
hin,क़मीज़,Hemd::N,372,shirt,Clothing and grooming
hin,गरदनी,Kragen::N,373,collar,Clothing and grooming
hin,गरेबान,Kragen::N,373,collar,Clothing and grooming
hin,आस्तीन,Ärmel::N,374,sleeve,Clothing and grooming
hin,पैंट,Hose::N,375,trousers,Clothing and grooming
hin,पतलून,Hose::N,375,trousers,Clothing and grooming
hin,पेटी,Gürtel::N,376,belt,Clothing and grooming
hin,मेखला,Gürtel::N,376,belt,Clothing and grooming
hin,टोपी,Mütze::N,377,cap,Clothing and grooming
hin,जूता,Schuh::N,378,shoe,Clothing and grooming
hin,बूट,Stiefel::N,379,boot,Clothing and grooming
hin,अँगूठी,Ring::N,380,ring,Clothing and grooming
hin,पट्टी,Band::N,381,ribbon,Basic actions and technology
hin,कंघी,Kamm::N,382,comb,Clothing and grooming
hin,आईना,Spiegel::N,383,mirror,Clothing and grooming
hin,दर्पण,Spiegel::N,383,mirror,Clothing and grooming
hin,तसमा,Riemen::N,384,strap,Basic actions and technology
hin,पट्टा,Riemen::N,384,strap,Basic actions and technology
hin,डोरी,Schnur::N,385,string,Basic actions and technology
hin,सुतली,Schnur::N,385,string,Basic actions and technology
hin,रस्सी,Leine::N,386,leash,Basic actions and technology
hin,रज़ाई,Decke::N,387,blanket,The house
hin,तकिया,Kissen::N,388,pillow,The house
hin,गाद्दा,Kissen::N,388,pillow,The house
hin,रूमाल,Tuch::N,389,scarf,Clothing and grooming
hin,वस्त्र,Tuch::N,389,scarf,Clothing and grooming
hin,अँगोछा,Handtuch::N,390,towel,Clothing and grooming
hin,ज़ोर,Kraft::N,391,force,The body
hin,शक्ति,Kraft::N,391,force,The body
hin,बल,Stärke::N,392,strength,The body
hin,ताक़त,Stärke::N,392,strength,The body
hin,स्वास्थ्य,Gesundheit::N,393,health,The body
hin,तंदुरुस्ती,Gesundheit::N,393,health,The body
hin,रोग,Krankheit::N,394,illness,The body
hin,बीमारी,Krankheit::N,394,illness,The body
hin,दर्द,Schmerz::N,395,pain,Emotions and values
hin,पीड़ा,Schmerz::N,395,pain,Emotions and values
hin,घाव,Wunde::N,396,wound,The body
hin,ज़ख़्म,Wunde::N,396,wound,The body
hin,ज्वर,Fieber::N,397,fever,The body
hin,बुख़ार,Fieber::N,397,fever,The body
hin,दवा,Arznei::N,398,medicine,The body
hin,औषाधि,Arznei::N,398,medicine,The body
hin,पुल,Brücke::N,399,bridge,Motion
hin,सेतु,Brücke::N,399,bridge,Motion
hin,कुआँ,Brunnen::N,400,well,The physical world
hin,चरागाह,Weide::N,401,pasture,Animals
hin,पथ,Pfad::N,402,path,Motion
hin,पगडंडी,Pfad::N,402,path,Motion
hin,मार्ग,Weg::N,403,way,Motion
hin,राह,Straße::N,404,road,Motion
hin,रास्ता,Straße::N,404,road,Motion
hin,गाँव,Dorf::N,405,village,Social and political relations
hin,ग्राम,Dorf::N,405,village,Social and political relations
hin,शहर,Stadt::N,406,town,Social and political relations
hin,ख़त,Brief::N,407,letter,Modern world
hin,पत्र,Brief::N,407,letter,Modern world
hin,चिट्ठी,Brief::N,407,letter,Modern world
hin,किताब,Buch::N,408,book,Speech and language
hin,पुस्तक,Buch::N,408,book,Speech and language
hin,अक्षर,Buchstabe::N,409,character,Speech and language
hin,अख़बार,Zeitung::N,410,newspaper,Modern world
hin,समाचार-पत्र,Zeitung::N,410,newspaper,Modern world
hin,जीवन,Leben::N,411,life,The body
hin,ज़िंदगी,Leben::N,411,life,The body
hin,मौत,Tod::N,412,death,The body
hin,मृत्यु,Tod::N,412,death,The body
hin,क़ब्र,Grab::N,413,grave,The body
hin,चर्च,Kirche::N,414,church,Social and political relations
hin,गिरजा,Kirche::N,414,church,Social and political relations
hin,पाप,Sünde::N,415,sin,Emotions and values
hin,गुनाह,Sünde::N,415,sin,Emotions and values
hin,देव,Gott::N,416,god,Social and political relations
hin,ईश्वर,Gott::N,416,god,Social and political relations
hin,मज़दूर,Arbeiter::N,417,worker,Modern world
hin,अध्यक्ष,Chef::N,418,boss,Modern world
hin,शिल्पज्ञ,Meister::N,419,master,Social and political relations
hin,वैद्य,Arzt::N,420,doctor,The body
hin,डॉक्टर,Arzt::N,420,doctor,The body
hin,चिकित्सक,Arzt::N,420,doctor,The body
hin,शिक्षक,Lehrer::N,421,teacher,Cognition
hin,अध्यापक,Lehrer::N,421,teacher,Cognition
hin,धन,Geld::N,422,money,Animals
hin,पैसा,Geld::N,422,money,Animals
hin,सौदा,Geschäft::N,423,business,Modern world
hin,व्यापार,Geschäft::N,423,business,Modern world
hin,दुकान,Laden::N,424,shop,Possession
hin,दाम,Preis::N,425,price,Possession
hin,मूल्य,Preis::N,425,price,Possession
hin,माल,Ware::N,426,ware,Modern world
hin,पण्य,Ware::N,426,ware,Modern world
hin,लाभ,Nutzen::N,427,profit,Modern world
hin,फ़ायदा,Nutzen::N,427,profit,Modern world
hin,धन,Reichtum::N,428,wealth,Modern world
hin,दौलत,Reichtum::N,428,wealth,Modern world
hin,विश्व,Welt::N,429,world,The physical world
hin,दुनिया,Welt::N,429,world,The physical world
hin,देश,Land::N,430,country,Social and political relations
hin,मुल्क,Land::N,430,country,Social and political relations
hin,राज्य,Staat::N,431,state,Modern world
hin,राष्ट्र,Staat::N,431,state,Modern world
hin,राजा,König::N,432,king,Social and political relations
hin,बादशाह,König::N,432,king,Social and political relations
hin,शासन,Macht::N,433,power,Social and political relations
hin,सत्ता,Macht::N,433,power,Social and political relations
hin,सरहद,Grenze::N,434,border,Social and political relations
hin,जंग,Krieg::N,435,war,Social and political relations
hin,युद्ध,Krieg::N,435,war,Social and political relations
hin,शत्रु,Feind::N,436,enemy,Social and political relations
hin,दुश्मन,Feind::N,436,enemy,Social and political relations
hin,हिंसा,Gewalt::N,437,violence,Emotions and values
hin,लड़ाई,Kampf::N,438,fight,Basic actions and technology
hin,संघर्ष,Kampf::N,438,fight,Basic actions and technology
hin,कमान,Bogen[Waffe]::N,439,bow,Basic actions and technology
hin,बान,Pfeil::N,440,arrow,Basic actions and technology
hin,बंदूक़,Gewehr::N,441,gun,Basic actions and technology
hin,भूल,Fehler::N,442,mistake,Emotions and values
hin,ग़लती,Fehler::N,442,mistake,Emotions and values
hin,झूठ,Lüge::N,443,lie,Emotions and values
hin,असत्य,Lüge::N,443,lie,Emotions and values
hin,हानि,Schaden::N,444,damage,Modern world
hin,नुक़सान,Schaden::N,444,damage,Modern world
hin,मुसीबत,Unglück::N,445,misfortune,Emotions and values
hin,विपात्ति,Unglück::N,445,misfortune,Emotions and values
hin,दोष,Schuld::N,446,fault,Emotions and values
hin,क़सूर,Schuld::N,446,fault,Emotions and values
hin,आयु,Alter::N,447,age,Time
hin,उम्र,Alter::N,447,age,Time
hin,अंत,Schluss::N,448,conclusion,Time
hin,समाप्ति,Schluss::N,448,conclusion,Time
hin,काल,Zeit::N,449,time,Time
hin,वक़्त,Zeit::N,449,time,Time
hin,दिन,Tag::N,450,day,Time
hin,रोज़,Tag::N,450,day,Time
hin,सुबह,Morgen::N,451,morning,Time
hin,दोपहर,Mittag::N,452,noon,Time
hin,मध्याह्न,Mittag::N,452,noon,Time
hin,शाम,Abend::N,453,evening,Time
hin,संध्या,Abend::N,453,evening,Time
hin,रात,Nacht::N,454,night,Time
hin,रात्रि,Nacht::N,454,night,Time
hin,हफ़्ता,Woche::N,455,week,Time
hin,मास,Monat::N,456,month,Time
hin,महीना,Monat::N,456,month,Time
hin,बरस,Jahr::N,457,year,Time
hin,वर्ष,Jahr::N,457,year,Time
hin,वसंत,Frühling::N,458,spring,Time
hin,गरमी,Sommer::N,459,summer,Time
hin,ग्रीष्म,Sommer::N,459,summer,Time
hin,शरत्,Herbst::N,460,autumn,Time
hin,पतझड़,Herbst::N,460,autumn,Time
hin,जाड़ा,Winter::N,461,winter,Time
hin,सर्दियाँ,Winter::N,461,winter,Time
hin,जनवरी,Januar::N,462,January,Time
hin,फ़रवरी,Februar::N,463,February,Time
hin,मार्च,März::N,464,March,Time
hin,अप्रैल,April::N,465,April,Time
hin,मई,Mai::N,466,May,Time
hin,जून,Juni::N,467,June,Time
hin,जुलाई,Juli::N,468,July,Time
hin,अगस्त,August::N,469,August,Time
hin,सितंबर,September::N,470,September,Time
hin,अक्तूबर,Oktober::N,471,October,Time
hin,नवंबर,November::N,472,November,Time
hin,दिसंबर,Dezember::N,473,December,Time
hin,पीर,Montag::N,474,Monday,Time
hin,सोमवार,Montag::N,474,Monday,Time
hin,मंगलवार,Dienstag::N,475,Tuesday,Time
hin,बुधवार,Mittwoch::N,476,Wednesday,Time
hin,गुरुवार,Donnerstag::N,477,Thursday,Time
hin,बृहस्पतिवार,Donnerstag::N,477,Thursday,Time
hin,शुक्रवार,Freitag::N,478,Friday,Time
hin,सनीचर,Samstag::N,479,Saturday,Time
hin,शनिवार,Samstag::N,479,Saturday,Time
hin,इतवार,Sonntag::N,480,Sunday,Time
hin,रविवार,Sonntag::N,480,Sunday,Time
hin,बड़ा,groß::A,481,big,Spatial relations
hin,कम,klein::A,482,little,Spatial relations
hin,छोटा,klein::A,482,little,Spatial relations
hin,लंबा,lang::A,483,long,Spatial relations
hin,दीर्घ,lang::A,483,long,Spatial relations
hin,लधु,kurz::A,484,short,Spatial relations
hin,छोटा,kurz::A,484,short,Spatial relations
hin,चौड़ा,breit::A,485,wide,Spatial relations
hin,तंग,schmal::A,486,narrow,Spatial relations
hin,सँकरा,schmal::A,486,narrow,Spatial relations
hin,सघन,dicht::A,487,dense,Spatial relations
hin,मोटा,dick[Gegenstand]::A,488,thick,Spatial relations
hin,महीन,dünn::A,489,thin,Spatial relations
hin,बारीक,dünn::A,489,thin,Spatial relations
hin,कोमल,fein::A,490,delicate,Spatial relations
hin,सूक्ष्म,fein::A,490,delicate,Spatial relations
hin,दृढ़,fest::A,491,firm,Basic actions and technology
hin,मज़बूत,fest::A,491,firm,Basic actions and technology
hin,चपटा,flach::A,492,flat,Spatial relations
hin,चौरस,glatt::A,493,smooth,Sense perception
hin,चिकना,glatt::A,493,smooth,Sense perception
hin,कठोर,hart::A,494,hard,Sense perception
hin,सख़्त,hart::A,494,hard,Sense perception
hin,नरम,weich::A,495,soft,Sense perception
hin,मुलायम,weich::A,495,soft,Sense perception
hin,गोल,rund::A,496,round,Spatial relations
hin,वर्तुल,rund::A,496,round,Spatial relations
hin,नुकीला,spitz::A,497,pointed,Spatial relations
hin,पैना,scharf::A,498,sharp,Sense perception
hin,भोथरा,stumpf::A,499,blunt,Sense perception
hin,भारी,schwer::A,500,heavy,Sense perception
hin,वज़नी,schwer::A,500,heavy,Sense perception
hin,सुंदर,schön::A,501,beautiful,Emotions and values
hin,उष्ण,heiß::A,502,hot,Sense perception
hin,गरम,warm::A,503,warm,Sense perception
hin,सर्द,kalt::A,504,cold,Sense perception
hin,ठंडा,kühl::A,505,cool,The physical world
hin,तर,frisch::A,506,fresh,The physical world
hin,ताज़ा,frisch::A,506,fresh,The physical world
hin,नम,feucht::A,507,damp,Sense perception
hin,भीगा,feucht::A,507,damp,Sense perception
hin,गीला,nass::A,508,wet,Sense perception
hin,सूखा,trocken::A,509,dry,Sense perception
hin,ख़ुश्क,trocken::A,509,dry,Sense perception
hin,भरा,voll::A,510,full,Quantity
hin,पूरा,voll::A,510,full,Quantity
hin,ख़ाली,leer::A,511,empty,Quantity
hin,खुला,offen::A,512,open,Spatial relations
hin,बंद,geschlossen::A,513,closed,Spatial relations
hin,साफ़,sauber::A,514,clean,Sense perception
hin,सुथरा,sauber::A,514,clean,Sense perception
hin,गंदा,schmutzig::A,515,dirty,Sense perception
hin,कच्चा,roh::A,516,raw,Food and drink
hin,पक्व,reif::A,517,ripe,Food and drink
hin,पक्का,reif::A,517,ripe,Food and drink
hin,मज़ेदार,lecker::A,518,delicious,Food and drink
hin,स्वादिष्ट,lecker::A,518,delicious,Food and drink
hin,मीठा,süß::A,519,sweet,Sense perception
hin,कटु,bitter::A,520,bitter,Sense perception
hin,कड़वा,bitter::A,520,bitter,Sense perception
hin,खट्टा,sauer::A,521,sour,Sense perception
hin,रोशन,hell::A,522,bright,Sense perception
hin,अँधेरा,dunkel::A,523,dark,Sense perception
hin,काला,schwarz::A,524,black,Sense perception
hin,स्याह,schwarz::A,524,black,Sense perception
hin,सफ़ेद,weiß::A,525,white,Sense perception
hin,लाल,rot::A,526,red,Sense perception
hin,सुर्ख़,rot::A,526,red,Sense perception
hin,पीला,gelb::A,527,yellow,Sense perception
hin,ज़र्द,gelb::A,527,yellow,Sense perception
hin,नीला,blau::A,528,blue,Sense perception
hin,आसमानी,blau::A,528,blue,Sense perception
hin,हरा,grün::A,529,green,Sense perception
hin,धूसर,grau::A,530,grey,Sense perception
hin,रंगीन,bunt::A,531,colourful,Sense perception
hin,रंगीन,bunt::A,531,colorful,Sense perception
hin,बहुरंगा,bunt::A,531,colourful,Sense perception
hin,बहुरंगा,bunt::A,531,colorful,Sense perception
hin,सस्ता,billig::A,532,cheap,Possession
hin,महँगा,teuer::A,533,dear,Possession
hin,क़ीमती,wertvoll::A,534,precious,Emotions and values
hin,मूल्यवान्,wertvoll::A,534,precious,Emotions and values
hin,अंधा,blind::A,535,blind,The body
hin,बहरा,taub::A,536,deaf,The body
hin,ताक़तवर,kräftig::A,537,powerful,Emotions and values
hin,शक्तिशाली,kräftig::A,537,powerful,Emotions and values
hin,प्रबल,stark::A,538,strong,The body
hin,बलवान्,stark::A,538,strong,The body
hin,कमज़ोर,schwach::A,539,weak,The body
hin,मोटा,fett::A,540,fat,Spatial relations
hin,मांसल,fett::A,540,fat,Spatial relations
hin,पतला,schlank::A,541,slim,Spatial relations
hin,छरहरा,schlank::A,541,slim,Spatial relations
hin,सुंदर,hübsch::A,542,pretty,Sense perception
hin,ख़ूबसूरत,hübsch::A,542,pretty,Sense perception
hin,पापी,böse::A,543,evil,Emotions and values
hin,दुष्ट,böse::A,543,evil,Emotions and values
hin,मूर्ख,dumm::A,544,stupid,Cognition
hin,बुद्धू,dumm::A,544,stupid,Cognition
hin,आलसी,faul::A,545,lazy,The body
hin,सुस्त,faul::A,545,lazy,The body
hin,मेहनती,fleißig::A,546,diligent,Emotions and values
hin,परिश्रमी,fleißig::A,546,diligent,Emotions and values
hin,कृपण,geizig::A,547,stingy,Possession
hin,कंजूस,geizig::A,547,stingy,Possession
hin,समझदार,klug::A,548,clever,Emotions and values
hin,होशियार,klug::A,548,clever,Emotions and values
hin,अक़्लमंद,klug::A,548,clever,Emotions and values
hin,किशल,geschickt::A,549,skilful,Basic actions and technology
hin,किशल,geschickt::A,549,skillful,Basic actions and technology
hin,प्रिय,lieb::A,550,dear,Emotions and values
hin,प्यारा,lieb::A,550,dear,Emotions and values
hin,हँसमुख,lustig::A,551,merry,Emotions and values
hin,ख़ुशदिल,lustig::A,551,merry,Emotions and values
hin,नम्र,sanft::A,552,gentle,Emotions and values
hin,भूखा,hungrig::A,553,hungry,Food and drink
hin,बीमार,krank::A,554,sick,The body
hin,अस्वस्थ,krank::A,554,sick,The body
hin,नग्न,nackt::A,555,naked,The body
hin,उदास,traurig::A,556,sad,Emotions and values
hin,रंजीदा,traurig::A,556,sad,Emotions and values
hin,जीता,lebendig::A,557,living,The body
hin,ज़िंदा,lebendig::A,557,living,The body
hin,अच्छा,gut::A,558,good,Emotions and values
hin,बुरा,schlecht::A,559,bad,Emotions and values
hin,ख़राब,schlecht::A,559,bad,Emotions and values
hin,ठीक,richtig::A,560,correct,Emotions and values
hin,बुरा,schlimm::A,561,nasty,Miscellaneous function words
hin,अप्रिय,schlimm::A,561,nasty,Miscellaneous function words
hin,सच,wahr::A,562,true,Emotions and values
hin,पुराना,alt::A,563,old,Time
hin,नया,neu::A,564,new,Time
hin,भूतपूर्व,ehemalig::A,565,former,Time
hin,बूढ़ा,alt[Lebewesen]::A,566,aged,Time
hin,वृद्ध,alt[Lebewesen]::A,566,aged,Time
hin,जवान,jung::A,567,young,Time
hin,ग़रीब,arm::A,568,poor,Possession
hin,धनी,reich::A,569,rich,Possession
hin,अमीर,reich::A,569,rich,Possession
hin,मालूम,bekannt::A,570,familiar,Emotions and values
hin,मशहूर,berühmt::A,571,famous,Social and political relations
hin,प्रसिद्ध,berühmt::A,571,famous,Social and political relations
hin,विदेशी,fremd::A,572,foreign,Cognition
hin,अपरिचित,fremd::A,572,foreign,Cognition
hin,अलग,verschieden::A,573,different,Social and political relations
hin,भिन्न,verschieden::A,573,different,Social and political relations
hin,नज़दीकी,nah::A,574,near,Spatial relations
hin,दूर,fern::A,575,far,Spatial relations
hin,दूरस्थ,fern::A,575,far,Spatial relations
hin,बायाँ,linker::A,576,left,Spatial relations
hin,दायाँ,rechter::A,577,right,Spatial relations
hin,दाहिना,rechter::A,577,right,Spatial relations
hin,अन्य,anderer::A,578,other,Miscellaneous function words
hin,दूसरा,anderer::A,578,other,Miscellaneous function words
hin,पहला,erster::A,579,first,Quantity
hin,प्रथम,erster::A,579,first,Quantity
hin,दूसरा,zweiter::A,580,second,Quantity
hin,द्वितीय,zweiter::A,580,second,Quantity
hin,तीसरा,dritter::A,581,third,Quantity
hin,अंतिम,letzter::A,582,last,Quantity
hin,आख़िरी,letzter::A,582,last,Quantity
hin,तनहा,allein::ADV,583,alone,Quantity
hin,अकेले,allein::ADV,583,alone,Quantity
hin,वक़्त में,auf einmal::ADV,584,at once,Time
hin,एक साथ,zusammen::ADV,585,together,Spatial relations
hin,साथ साथ,zusammen::ADV,585,together,Spatial relations
hin,देर तक,lange::ADV,586,long,Time
hin,सहसा,plötzlich::ADV,587,suddenly,Time
hin,अचानक,plötzlich::ADV,587,suddenly,Time
hin,तुरंत,sofort::ADV,588,instantly,Time
hin,बाद को,später::ADV,589,later,Time
hin,बाद में,später::ADV,589,later,Time
hin,अब,jetzt::ADV,590,now,Time
hin,अभी,jetzt::ADV,590,now,Time
hin,आज,heute::ADV,591,today,Time
hin,कल,morgen::ADV,592,tomorrow,Time
hin,जल्दी,bald::ADV,593,soon,Time
hin,तब,dann::ADV,594,then,Time
hin,कल,gestern::ADV,595,yesterday,Time
hin,एक दिन,einst::ADV,596,once,Time
hin,पहले कभी,einst::ADV,596,once,Time
hin,उस समय,damals::ADV,597,at that time,Time
hin,उन दिनों,damals::ADV,597,at that time,Time
hin,इसके बाद,danach::ADV,598,afterwards,Time
hin,इसके पश्चात्,danach::ADV,598,afterwards,Time
hin,पहले,vorher::ADV,599,before,Time
hin,पेशतर,vorher::ADV,599,before,Time
hin,पहले,zuerst::ADV,600,at first,Time
hin,एक बार,einmal::ADV,601,once,Time
hin,एक दफ़ा,einmal::ADV,601,once,Time
hin,कभी कभी,manchmal::ADV,602,sometimes,Time
hin,अक्सर,oft::ADV,603,often,Time
hin,सदा,immer::ADV,604,always,Time
hin,हमेशा,immer::ADV,604,always,Time
hin,कभी नहीं,niemals::ADV,605,never,Time
hin,कदापि नहीं,niemals::ADV,605,never,Time
hin,इधर,hier::ADV,606,here,Miscellaneous function words
hin,यहाँ,hier::ADV,606,here,Miscellaneous function words
hin,इधर को,hierhin::ADV,607,hither,Spatial relations
hin,इधर को,hierhin::ADV,607,to here,Spatial relations
hin,इधर को,hierhin::ADV,607,here,Spatial relations
hin,यहाँ को,hierhin::ADV,607,hither,Spatial relations
hin,यहाँ को,hierhin::ADV,607,to here,Spatial relations
hin,यहाँ को,hierhin::ADV,607,here,Spatial relations
hin,यहाँ से,von hier::ADV,608,hence,Cognition
hin,उधर,dort::ADV,609,there,Miscellaneous function words
hin,वहाँ,dort::ADV,609,there,Miscellaneous function words
hin,उधर को,dorthin::ADV,610,thither,Spatial relations
hin,उधर को,dorthin::ADV,610,there,Spatial relations
hin,उधर को,dorthin::ADV,610,to there,Spatial relations
hin,वहाँ को,dorthin::ADV,610,thither,Spatial relations
hin,वहाँ को,dorthin::ADV,610,there,Spatial relations
hin,वहाँ को,dorthin::ADV,610,to there,Spatial relations
hin,सीधे,geradeaus::ADV,611,ahead,Spatial relations
hin,आगे,vorwärts::ADV,612,forward,Spatial relations
hin,आगे को,vorwärts::ADV,612,forward,Spatial relations
hin,पीछे को,rückwärts::ADV,613,backward,Spatial relations
hin,वापस,zurück::ADV,614,back,Spatial relations
hin,नीचे,unten::ADV,615,below,Spatial relations
hin,नीचे को,hinab::ADV,616,down,Spatial relations
hin,ऊपर,oben::ADV,617,above,Spatial relations
hin,ऊपर को,hinauf::ADV,618,up,Spatial relations
hin,हर जगह,überall::ADV,619,everywhere,Spatial relations
hin,हर स्थान,überall::ADV,619,everywhere,Spatial relations
hin,न,nicht::ADV,620,not,Miscellaneous function words
hin,नहीं,nicht::ADV,620,not,Miscellaneous function words
hin,कुछ,ein wenig::ADV,621,a little,Basic actions and technology
hin,ज़रा,ein wenig::ADV,621,a little,Basic actions and technology
hin,थोड़ा,ein wenig::ADV,621,a little,Basic actions and technology
hin,लगभग नहीं,kaum::ADV,622,hardly,Basic actions and technology
hin,बराबर नहीं,kaum::ADV,622,hardly,Basic actions and technology
hin,बहुत,sehr::ADV,623,very,Miscellaneous function words
hin,ऐसा,so::ADV,624,so,Miscellaneous function words
hin,अभी तक,noch::ADV,625,still,Time
hin,केवल,nur::ADV,626,only,Quantity
hin,सिर्फ़,nur::ADV,626,only,Quantity
hin,चुकना,schon::ADV,627,already,Time
hin,फिर,wieder::ADV,628,again,Time
hin,दुबारा,wieder::ADV,628,again,Time
hin,व्यर्थ,vergebens::ADV,629,in vain,Miscellaneous function words
hin,के आगे,vor::PRP,630,in front of,Spatial relations
hin,के सामने,vor::PRP,630,in front of,Spatial relations
hin,के पीछे,hinter::PRP,631,behind,Spatial relations
hin,के तले,unter::PRP,632,under,Spatial relations
hin,के नीचे,unter::PRP,632,under,Spatial relations
hin,के पार,durch::PRP,633,through,Miscellaneous function words
hin,के पास,neben::PRP,634,next to,Spatial relations
hin,की बग़ल में,neben::PRP,634,next to,Spatial relations
hin,के बीच,zwischen::PRP,635,between,Spatial relations
hin,के कारण,wegen::PRP,636,because of,Basic actions and technology
hin,की वजह से,wegen::PRP,636,because of,Basic actions and technology
hin,यह,dies::PRN,637,this,Miscellaneous function words
hin,वह,das::PRN,638,that,Miscellaneous function words
hin,सब,alles::PRN,639,everything,Quantity
hin,सब कुछ,alles::PRN,639,everything,Quantity
hin,मैं,ich::PRN,640,I,Kinship
hin,तू,du::PRN,641,you,Kinship
hin,तू,du::PRN,641,thou,Kinship
hin,यह,er::PRN,642,he,Kinship
hin,हम,wir::PRN,643,we,Kinship
hin,तुम,ihr::PRN,644,you,Kinship
hin,ये,sie::PRN,645,they,Kinship
hin,क्या,was::FPRN,646,what,Cognition
hin,कौन,wer::FPRN,647,who,Cognition
hin,किधर,wo::FADV,648,where,Cognition
hin,किधर,wohin::FADV,649,where,Spatial relations
hin,किधर,wohin::FADV,649,where to,Spatial relations
hin,किधर,wohin::FADV,649,where ... to,Spatial relations
hin,कैसे,wie::FADV,650,how,Cognition
hin,क्यों,warum::FADV,651,why,Cognition
hin,कितना,wieviel::FNUM,652,how much,Cognition
hin,एक,eins::NUM,653,one,Quantity
hin,दो,zwei::NUM,654,two,Quantity
hin,तीन,drei::NUM,655,three,Quantity
hin,चार,vier::NUM,656,four,Quantity
hin,पाँच,fünf::NUM,657,five,Quantity
hin,छह,sechs::NUM,658,six,Quantity
hin,सात,sieben::NUM,659,seven,Quantity
hin,आठ,acht::NUM,660,eight,Quantity
hin,नौ,neun::NUM,661,nine,Quantity
hin,दस,zehn::NUM,662,ten,Quantity
hin,ग्यारह,elf::NUM,663,eleven,Quantity
hin,बारह,zwölf::NUM,664,twelve,Quantity
hin,बीस,zwanzig::NUM,665,twenty,Quantity
hin,तीस,dreißig::NUM,666,thirty,Quantity
hin,चालीस,vierzig::NUM,667,forty,Quantity
hin,पचास,fünfzig::NUM,668,fifty,Quantity
hin,साठ,sechzig::NUM,669,sixty,Quantity
hin,सत्तर,siebzig::NUM,670,seventy,Quantity
hin,अस्सी,achtzig::NUM,671,eighty,Quantity
hin,नव्वे,neunzig::NUM,672,ninety,Quantity
hin,सौ,hundert::NUM,673,a hundred,Quantity
hin,हज़ार,tausend::NUM,674,a thousand,Quantity
hin,और,und::CNJ,675,and,Cognition
hin,या,oder::CNJ,676,or,Cognition
hin,खड़ा होना,stehen::V,677,stand,Spatial relations
hin,बैठना,sitzen::V,678,sit,Spatial relations
hin,लेटना,liegen::V,679,lie,Spatial relations
hin,लटकना,hängen::V,680,hang,Basic actions and technology
hin,बनना,werden::V,681,become,Miscellaneous function words
hin,होना,passieren::V,682,happen,Basic actions and technology
hin,आरंभ होना,beginnen::V,683,begin,Time
hin,प्रारंभ होना,beginnen::V,683,begin,Time
hin,अंत होना,enden::V,684,end,Time
